gloss1,gloss2,Speaker_ID,word_pair,distance,Speaker,listID,distance_norm,data_type
voilà3069,coucou2603,Adeline_19,coucou2603_voilà3069,7.8166247903554,Adeline,19,0.5591338867409842,iter-A
encore3055,coucou2603,Adeline_19,coucou2603_encore3055,3.3166247903554,Adeline,19,0.23724271787754578,iter-A
au revoir1955,coucou2603,Adeline_19,au revoir1955_coucou2603,9.397304572927851,Adeline,19,0.6722020784767735,iter-A
voilà2616,coucou2603,Adeline_19,coucou2603_voilà2616,8.770831300812524,Adeline,19,0.6273895865161279,iter-A
voiture3071,coucou2603,Adeline_19,coucou2603_voiture3071,6.14505191510159,Adeline,19,0.43956398748412473,iter-A
coucou2609,coucou2603,Adeline_19,coucou2603_coucou2609,3.0413812651491097,Adeline,19,0.21755417119960221,iter-A
coucou2604,coucou2603,Adeline_19,coucou2603_coucou2604,0,Adeline,19,0,iter-A
bobo3131,coucou2603,Adeline_19,bobo3131_coucou2603,9.46167670545699,Adeline,19,0.6768067053616705,iter-A
encore3060,coucou2603,Adeline_19,coucou2603_encore3060,3.3166247903554,Adeline,19,0.23724271787754578,iter-A
bisou3038,coucou2603,Adeline_19,bisou3038_coucou2603,6.3166247903554,Adeline,19,0.4518368304531714,iter-A
encore1956,coucou2603,Adeline_19,coucou2603_encore1956,3.3166247903554,Adeline,19,0.23724271787754578,iter-A
bobo3130,coucou2603,Adeline_19,bobo3130_coucou2603,10.050176753054917,Adeline,19,0.7189029205166674,iter-A
maman2611,coucou2603,Adeline_19,coucou2603_maman2611,8.94427190999916,Adeline,19,0.6397960310537885,iter-A
coucou3052,coucou2603,Adeline_19,coucou2603_coucou3052,3.3166247903554,Adeline,19,0.23724271787754578,iter-A
