Speaker_ID,gloss1,data_type,degree,threshold
Adeline_49,encore1331,iter,1,0.25
Adeline_49,encore1332,iter,1,0.25
Adeline_49,encore1336,iter,1,0.25
Adeline_49,maman1023,iter,1,0.25
Adeline_49,oiseau1025,iter,1,0.25
Adeline_49,papa1027,iter,1,0.25
Adeline_49,parti1029,iter,1,0.25
Adeline_5,bisou995,iter,1,0.25
Adeline_5,bisou998,iter,1,0.25
Adeline_5,bobo1001,iter,1,0.25
Adeline_5,bobo999,iter,1,0.25
Adeline_5,chapeau1004,iter,1,0.25
Adeline_5,chapeau1008,iter,1,0.25
Adeline_5,coucou1012,iter,1,0.25
Adeline_5,coucou1016,iter,1,0.25
Adeline_5,coucou1020,iter,1,0.25
Adeline_5,encore1326,iter,1,0.25
Adeline_5,encore1328,iter,1,0.25
Adeline_5,encore1338,iter,1,0.25
Adeline_5,encore1339,iter,1,0.25
Adeline_5,papa1028,iter,1,0.25
Adeline_5,parti1029,iter,1,0.25
Adeline_5,vachou1030,iter,1,0.25
Adeline_50,au revoir1473,iter,1,0.25
Adeline_50,encore1327,iter,1,0.25
Adeline_50,encore1329,iter,1,0.25
Adeline_50,encore1337,iter,1,0.25
Adeline_50,encore1338,iter,1,0.25
